time,speed_north,speed_east,speed_up,North,East,Altitude
16:19:1625815153,-0.07254526019096375,-0.03420175984501839,0.23154303431510925,-0.018915246616053594,-0.00891767043730507,0.06037187798032306
16:19:1625815153,-0.07254526019096375,-0.03420175984501839,0.23154303431510925,-0.020366824985558196,-0.009602023000923054,0.0650048872125808
16:19:1625815153,-0.07254526019096375,-0.03420175984501839,0.23154303431510925,-0.021816829406517968,-0.010285633520057402,0.06963287286616548
16:19:1625815153,-0.07254526019096375,-0.03420175984501839,0.23154303431510925,-0.02331218430093429,-0.010990624705522478,0.07440560383052741
16:19:1625815153,-0.07254526019096375,-0.03420175984501839,0.23154303431510925,-0.024764904215537342,-0.011675515455249474,0.07904225653742714
16:19:1625815153,-0.07254526019096375,-0.03420175984501839,0.23154303431510925,-0.02621591181249272,-0.012359598925812953,0.08367344403236388
16:19:1625815153,-0.04705936461687088,-0.05647566169500351,0.7079237103462219,-0.02716619748681559,-0.013500031073454544,0.09796878707263801
16:19:1625815153,-0.04705936461687088,-0.05647566169500351,0.7079237103462219,-0.028146440098815617,-0.014676414362626566,0.11271477849381739
16:19:1625815153,-0.04705936461687088,-0.05647566169500351,0.7079237103462219,-0.029189940094569877,-0.015928712459269967,0.12841236376201692
16:19:1625815153,-0.04705936461687088,-0.05647566169500351,0.7079237103462219,-0.030146486432272468,-0.017076657991546007,0.1428018872504353
16:19:1625815153,-0.04705936461687088,-0.05647566169500351,0.7079237103462219,-0.031087504529621057,-0.01820596817555309,0.15695781622230953
16:19:1625815153,-0.04705936461687088,-0.05647566169500351,0.7079237103462219,-0.03202970070878841,-0.01933669216849676,0.17113146732152273
16:19:1625815153,-0.04705936461687088,-0.05647566169500351,0.7079237103462219,-0.03301081846728238,-0.020514125715735965,0.1858906237515825
16:19:1625815153,-0.04705936461687088,-0.05647566169500351,0.7079237103462219,-0.03395290244818128,-0.021644715060209485,0.20006258702914437
16:19:1625815153,0.037312816828489304,-0.02428305149078369,0.9344938397407532,-0.03320795454540626,-0.022129524565859704,0.21871969429796678
16:19:1625815153,0.037312816828489304,-0.02428305149078369,0.9344938397407532,-0.03244202081640157,-0.02262799157427242,0.2379023884026381
16:19:1625815153,0.037312816828489304,-0.02428305149078369,0.9344938397407532,-0.03170070250968493,-0.023110438951424506,0.25646859298853286
16:19:1625815153,0.037312816828489304,-0.02428305149078369,0.9344938397407532,-0.03095213390692031,-0.023597604796042226,0.2752163801395895
16:19:1625815153,0.037312816828489304,-0.02428305149078369,0.9344938397407532,-0.030208538206598412,-0.024081534293036277,0.2938396217030075
16:19:1625815153,0.037312816828489304,-0.02428305149078369,0.9344938397407532,-0.029458217078285998,-0.024569840675188637,0.3126313005906738
16:19:1625815153,-0.008019661530852318,-0.030160844326019287,1.0147061347961426,-0.029618189507952586,-0.025171474987193854,0.33287218047774303
16:19:1625815153,-0.008019661530852318,-0.030160844326019287,1.0147061347961426,-0.029778100752457348,-0.025772879190218312,0.35310531877137663
16:19:1625815153,-0.008019661530852318,-0.030160844326019287,1.0147061347961426,-0.029938719450395723,-0.026376944028332794,0.3734279692391098
16:19:1625815153,-0.008019661530852318,-0.030160844326019287,1.0147061347961426,-0.03010022915725319,-0.026984359828479576,0.3938633566612495
16:19:1625815153,-0.008019661530852318,-0.030160844326019287,1.0147061347961426,-0.030277807617235197,-0.027652207999698142,0.416331880059424
16:19:1625815153,-0.008019661530852318,-0.030160844326019287,1.0147061347961426,-0.030438324977249298,-0.028255891719813242,0.4366417085130294
16:19:1625815153,-0.008019661530852318,-0.030160844326019287,1.0147061347961426,-0.030599834684106764,-0.028863307519960024,0.4570770959351691
16:19:1625815153,-0.008019661530852318,-0.030160844326019287,1.0147061347961426,-0.030777933217964293,-0.02953311161751504,0.47961142287754654
16:19:1625815153,-0.07056861370801926,-0.05256141722202301,0.8859182596206665,-0.032263585941045836,-0.030639666054704584,0.49826230470269905
16:19:1625815153,-0.07056861370801926,-0.05256141722202301,0.8859182596206665,-0.033585515867688986,-0.03162427531314993,0.5148578108125079
16:19:1625815153,-0.07056861370801926,-0.05256141722202301,0.8859182596206665,-0.03513012293037798,-0.03277474054124685,0.5342488053194572
16:19:1625815153,-0.07056861370801926,-0.05256141722202301,0.8859182596206665,-0.036803070090819734,-0.034020796954572496,0.5552509812010484
16:19:1625815153,-0.07056861370801926,-0.05256141722202301,0.8859182596206665,-0.03819453719942567,-0.03505719939190488,0.5727194569780565
16:19:1625815153,-0.07056861370801926,-0.05256141722202301,0.8859182596206665,-0.03960129811359758,-0.03610499307037163,0.5903799311648115
16:19:1625815153,-0.07056861370801926,-0.05256141722202301,0.8859182596206665,-0.04107118593479209,-0.03719980538111134,0.6088329004377826
16:19:1625815153,-0.07056861370801926,-0.05256141722202301,0.8859182596206665,-0.04243598562665207,-0.038216345203264446,0.6259665935091263
16:19:1625815153,-0.07056861370801926,-0.05256141722202301,0.8859182596206665,-0.04384071073172224,-0.039262622555903626,0.6436015101517896
16:19:1625815153,-0.07056861370801926,-0.05256141722202301,0.8859182596206665,-0.045248615736959596,-0.04031126838442223,0.6612763472558854
16:19:1625815153,-0.07056861370801926,-0.05256141722202301,0.8859182596206665,-0.046657580708919344,-0.041360703704900637,0.6789644911804587
16:19:1625815153,-0.07056861370801926,-0.05256141722202301,0.8859182596206665,-0.04807938305562809,-0.0424197006502256,0.6968137954863707
16:19:1625815153,-0.04459867998957634,-0.03795851394534111,0.5514503121376038,-0.048966336956120404,-0.04317459859807027,0.7077807345391065
16:19:1625815153,-0.04459867998957634,-0.03795851394534111,0.5514503121376038,-0.04985614054186138,-0.043931921949924124,0.7187829091598061
16:19:1625815154,-0.04459867998957634,-0.03795851394534111,0.5514503121376038,-0.05075084601155622,-0.04469341735867438,0.7298456942164435
16:19:1625815154,-0.04459867998957634,-0.03795851394534111,0.5514503121376038,-0.05164078782829806,-0.04545085836072271,0.7408495780251414
16:19:1625815154,-0.04459867998957634,-0.03795851394534111,0.5514503121376038,-0.05254507376966844,-0.04622050783295162,0.7520308229576571
16:19:1625815154,-0.04459867998957634,-0.03795851394534111,0.5514503121376038,-0.05343485608910159,-0.046977813084775555,0.763032734626357
16:19:1625815154,-0.04459867998957634,-0.03795851394534111,0.5514503121376038,-0.05436577808102383,-0.0477701328444784,0.7745433269385344
16:19:1625815154,-0.04459867998957634,-0.03795851394534111,0.5514503121376038,-0.05528366382624883,-0.0485513572858407,0.7858927296748774
16:19:1625815154,-0.0038926457054913044,-0.0016513550654053688,0.3171958029270172,-0.05545198302845378,-0.048622762388743856,0.7996083741313242
16:19:1625815154,-0.0038926457054913044,-0.0016513550654053688,0.3171958029270172,-0.05552947855787993,-0.048655637878769475,0.8059231683713719
16:19:1625815154,-0.0038926457054913044,-0.0016513550654053688,0.3171958029270172,-0.05561068083506393,-0.04869008586142587,0.8125400103497071
16:19:1625815154,-0.0038926457054913044,-0.0016513550654053688,0.3171958029270172,-0.055697433025015064,-0.048726888252177414,0.8196090920563748
16:19:1625815154,-0.0038926457054913044,-0.0016513550654053688,0.3171958029270172,-0.055774538761236836,-0.04875959838243715,0.8258921236399175
16:19:1625815154,-0.0038926457054913044,-0.0016513550654053688,0.3171958029270172,-0.0558585559022039,-0.04879524049883144,0.832738337373442
16:19:1625815154,-0.0038926457054913044,-0.0016513550654053688,0.3171958029270172,-0.05594185192574286,-0.048830576699658845,0.8395257901924325
16:19:1625815154,-0.0038926457054913044,-0.0016513550654053688,0.3171958029270172,-0.05601989594989232,-0.04886368487449788,0.8458852790277049
16:19:1625815154,0.024596786126494408,0.023906655609607697,0.17151223123073578,-0.055508068886439554,-0.048366218527686744,0.8494542250357568
16:19:1625815154,0.024596786126494408,0.023906655609607697,0.17151223123073578,-0.05500622291400625,-0.0478784532249219,0.8529535733662073
16:19:1625815154,0.024596786126494408,0.023906655609607697,0.17151223123073578,-0.05451403549439848,-0.04740007547770597,0.8563855730626919
16:19:1625815154,0.024596786126494408,0.023906655609607697,0.17151223123073578,-0.05402231722125461,-0.04692215371375896,0.8598143014229791
16:19:1625815154,0.024596786126494408,0.023906655609607697,0.17151223123073578,-0.05350577523583966,-0.04642010473509517,0.8634161243598157
16:19:1625815154,0.024596786126494408,0.023906655609607697,0.17151223123073578,-0.05291102653489266,-0.04584204334550224,0.8675632790407732
16:19:1625815154,0.024596786126494408,0.023906655609607697,0.17151223123073578,-0.05242181233099985,-0.045366555392253094,0.8709745466441063
16:19:1625815154,0.024596786126494408,0.023906655609607697,0.17151223123073578,-0.05184023491702683,-0.04480129573293512,0.8750298585613194
16:19:1625815154,0.024596786126494408,0.023906655609607697,0.17151223123073578,-0.051309172848554185,-0.04428513407209822,0.8787329293534683
16:19:1625815154,0.024596786126494408,0.023906655609607697,0.17151223123073578,-0.050815448974277144,-0.043805262979676574,0.8821756426759997
16:19:1625815154,0.045518871396780014,0.03081444837152958,0.014884413219988346,-0.049912821131418594,-0.04319422017020047,0.8824707968699572
16:19:1625815154,0.045518871396780014,0.03081444837152958,0.014884413219988346,-0.049001250791776085,-0.04257712364943922,0.8827688752097309
16:19:1625815154,0.045518871396780014,0.03081444837152958,0.014884413219988346,-0.047880964313603114,-0.04181873468276054,0.8831352025450583
16:19:1625815154,0.045518871396780014,0.03081444837152958,0.014884413219988346,-0.04668647898772149,-0.041010116075236525,0.8835257924834743
16:19:1625815154,0.045518871396780014,0.03081444837152958,0.014884413219988346,-0.045538963475044936,-0.04023329414543353,0.8839010235589142
16:19:1625815154,0.045518871396780014,0.03081444837152958,0.014884413219988346,-0.044629585349419854,-0.03961768166554558,0.8841983850571165
16:19:1625815154,0.045518871396780014,0.03081444837152958,0.014884413219988346,-0.04371777625379525,-0.039000423516570404,0.8844965414687445
16:19:1625815154,0.045518871396780014,0.03081444837152958,0.014884413219988346,-0.04279290069442321,-0.038374319896251397,0.8847989705400359
16:19:1625815154,0.045518871396780014,0.03081444837152958,0.014884413219988346,-0.04159367280653359,-0.037562490764659895,0.8851911112693762
16:19:1625815154,0.06837603449821472,0.038167402148246765,-0.02348690666258335,-0.04017428008447754,-0.036770187829478385,0.8847035552912454
16:19:1625815154,0.06837603449821472,0.038167402148246765,-0.02348690666258335,-0.03880612491612001,-0.03600648562160513,0.8842335992170893
16:19:1625815154,0.06837603449821472,0.038167402148246765,-0.02348690666258335,-0.037068710495829604,-0.03503666344101175,0.8836368040004166
16:19:1625815154,0.06837603449821472,0.038167402148246765,-0.02348690666258335,-0.03456450970081337,-0.033638822230933396,0.8827766205930496
16:19:1625815154,0.06837603449821472,0.038167402148246765,-0.02348690666258335,-0.03298561706613046,-0.032757486678512304,0.8822342770042004
16:19:1625815154,0.06837603449821472,0.038167402148246765,-0.02348690666258335,-0.031616076217828804,-0.03199301098612706,0.8817638449542766
16:19:1625815154,0.06837603449821472,0.038167402148246765,-0.02348690666258335,-0.02983445045626243,-0.030998510099692123,0.8811518633107571
16:19:1625815154,0.06837603449821472,0.038167402148246765,-0.02348690666258335,-0.028486232776983256,-0.03024593696897382,0.8806887556879408
16:19:1625815154,0.08944321423768997,0.04825259745121002,-0.04350017383694649,-0.02625283083150154,-0.029041066974748286,0.8796025539709715
16:19:1625815154,0.08944321423768997,0.04825259745121002,-0.04350017383694649,-0.023881392652651767,-0.027761729544852454,0.8784492191551028
16:19:1625815154,0.08944321423768997,0.04825259745121002,-0.04350017383694649,-0.022103341810384647,-0.026802511204244706,0.8775844747316297
16:19:1625815155,0.08944321423768997,0.04825259745121002,-0.04350017383694649,-0.018166995405135777,-0.024678941069385285,0.8756700561324084
